date,Favorable Employment,Unfavorable Unemployment,Net Positive Employment News Heard
2010-08-01,17.666666666666668,37.333333333333336,-19.666666666666668
2010-09-01,18.333333333333332,39.333333333333336,-21
2010-10-01,20.333333333333332,38.333333333333336,-18
2010-11-01,23.333333333333332,34.666666666666664,-11.333333333333334
2010-12-01,24.333333333333332,30.666666666666668,-6.333333333333333
2011-01-01,25.666666666666668,28,-2.3333333333333335
2011-02-01,26,26.666666666666668,-0.6666666666666666
2011-03-01,27,27,0
2011-04-01,27.333333333333332,27.666666666666668,-0.3333333333333333
2011-05-01,25.333333333333332,29.666666666666668,-4.333333333333333
2011-06-01,22.666666666666668,31.666666666666668,-9
2011-07-01,16.666666666666668,37.333333333333336,-20.666666666666668
2011-08-01,13.333333333333334,40,-26.666666666666668
2011-09-01,13.666666666666666,40.333333333333336,-26.666666666666668
2011-10-01,15,38.333333333333336,-23.333333333333332
2011-11-01,18,34,-16
2011-12-01,22.666666666666668,29.666666666666668,-7
2012-01-01,28.333333333333332,25.333333333333332,3
2012-02-01,34,24,10
2012-03-01,35,24,11
2012-04-01,35.333333333333336,23.666666666666668,11.666666666666666
2012-05-01,31.666666666666668,25.333333333333332,6.333333333333333
2012-06-01,26.333333333333332,26.666666666666668,-0.3333333333333333
2012-07-01,22,28,-6
2012-08-01,22.333333333333332,27.333333333333332,-5
2012-09-01,25.333333333333332,26,-0.6666666666666666
2012-10-01,28,26.333333333333332,1.6666666666666667
2012-11-01,26.666666666666668,27.666666666666668,-1
2012-12-01,26,27.333333333333332,-1.3333333333333333
2013-01-01,26,25.333333333333332,0.6666666666666666
2013-02-01,27.333333333333332,24,3.3333333333333335
2013-03-01,27,25,2
2013-04-01,28.666666666666668,25.333333333333332,3.3333333333333335
2013-05-01,28,24,4
2013-06-01,31,22,9
2013-07-01,28.333333333333332,22.333333333333332,6
2013-08-01,27.333333333333332,23.333333333333332,4
2013-09-01,21.666666666666668,23.666666666666668,-2
2013-10-01,19,25.666666666666668,-6.666666666666667
2013-11-01,18.666666666666668,25.333333333333332,-6.666666666666667
2013-12-01,20.666666666666668,26,-5.333333333333333
2014-01-01,22,25.666666666666668,-3.6666666666666665
2014-02-01,20,27.333333333333332,-7.333333333333333
2014-03-01,19.666666666666668,27.666666666666668,-8
2014-04-01,20,25.666666666666668,-5.666666666666667
2014-05-01,21.666666666666668,22.666666666666668,-1
2014-06-01,24.666666666666668,23.666666666666668,1
2014-07-01,25,23.666666666666668,1.3333333333333333
2014-08-01,25.666666666666668,25.333333333333332,0.3333333333333333
2014-09-01,24.666666666666668,23,1.6666666666666667
2014-10-01,25.666666666666668,22,3.6666666666666665
2014-11-01,26,17.333333333333332,8.666666666666666
2014-12-01,25.666666666666668,15,10.666666666666666
2015-01-01,24.666666666666668,14.666666666666666,10
2015-02-01,23.666666666666668,17,6.666666666666667
2015-03-01,22.666666666666668,17.666666666666668,5
2015-04-01,22.333333333333332,19,3.3333333333333335
2015-05-01,22.333333333333332,17.666666666666668,4.666666666666667
2015-06-01,22,17.666666666666668,4.333333333333333
2015-07-01,21.333333333333332,16.333333333333332,5
2015-08-01,20.333333333333332,18.333333333333332,2
2015-09-01,18.666666666666668,20,-1.3333333333333333
2015-10-01,18,21,-3
2015-11-01,18,21.666666666666668,-3.6666666666666665
2015-12-01,17.333333333333332,21,-3.6666666666666665
2016-01-01,16.666666666666668,20.666666666666668,-4
2016-02-01,16,20.333333333333332,-4.333333333333333
2016-03-01,16.333333333333332,23.333333333333332,-7
2016-04-01,16.666666666666668,24,-7.333333333333333
2016-05-01,17.333333333333332,24,-6.666666666666667
2016-06-01,16.666666666666668,20,-3.3333333333333335
2016-07-01,16.666666666666668,19,-2.3333333333333335
2016-08-01,16.666666666666668,19,-2.3333333333333335
2016-09-01,17.666666666666668,21,-3.3333333333333335
2016-10-01,17.666666666666668,19.666666666666668,-2
2016-11-01,17,16.666666666666668,0.3333333333333333
2016-12-01,19,14.333333333333334,4.666666666666667
2017-01-01,20,12.666666666666666,7.333333333333333
2017-02-01,22.666666666666668,13.333333333333334,9.333333333333334
2017-03-01,22,13.333333333333334,8.666666666666666
2017-04-01,21.666666666666668,14,7.666666666666667
2017-05-01,21,15,6
2017-06-01,20.333333333333332,15.666666666666666,4.666666666666667
2017-07-01,20.666666666666668,16,4.666666666666667
2017-08-01,21,15.333333333333334,5.666666666666667
2017-09-01,20.666666666666668,15.333333333333334,5.333333333333333
2017-10-01,22,15,7
2017-11-01,20.333333333333332,14.666666666666666,5.666666666666667
2017-12-01,19.666666666666668,14,5.666666666666667
2018-01-01,18.333333333333332,14.333333333333334,4
2018-02-01,18.666666666666668,13.333333333333334,5.333333333333333
2018-03-01,19,12,7
2018-04-01,17.666666666666668,11.666666666666666,6
2018-05-01,19,11.666666666666666,7.333333333333333
2018-06-01,19,12.666666666666666,6.333333333333333
2018-07-01,20.666666666666668,11.666666666666666,9
2018-08-01,20,11,9
2018-09-01,22,10,12
2018-10-01,22,10.666666666666666,11.333333333333334
2018-11-01,20,14,6
2018-12-01,18,15,3
2019-01-01,16,14.333333333333334,1.6666666666666667
2019-02-01,17.333333333333332,12.666666666666666,4.666666666666667
2019-03-01,19,12.666666666666666,6.333333333333333
2019-04-01,20.333333333333332,13.666666666666666,6.666666666666667
2019-05-01,20,12.666666666666666,7.333333333333333
2019-06-01,19.666666666666668,12.333333333333334,7.333333333333333
2019-07-01,17.333333333333332,12.666666666666666,4.666666666666667
2019-08-01,15.666666666666666,12.666666666666666,3
2019-09-01,15,12.333333333333334,2.6666666666666665
2019-10-01,15.666666666666666,13.333333333333334,2.3333333333333335
2019-11-01,19,14,5
2019-12-01,19.333333333333332,14.666666666666666,4.666666666666667
2020-01-01,20,14.333333333333334,5.666666666666667
2020-02-01,17,16,1
2020-03-01,12.666666666666666,34,-21.333333333333332
2020-04-01,9.333333333333334,58.333333333333336,-49
2020-05-01,9.333333333333334,77.66666666666667,-68.33333333333333
2020-06-01,11.333333333333334,79.33333333333333,-68
2020-07-01,13,73,-60
2020-08-01,15,70.33333333333333,-55.333333333333336
2020-09-01,17.333333333333332,67.33333333333333,-50
2020-10-01,18.666666666666668,64,-45.333333333333336
2020-11-01,16.666666666666668,61.666666666666664,-45
2020-12-01,14.666666666666666,62,-47.333333333333336
2021-01-01,15,58.333333333333336,-43.333333333333336
2021-02-01,17.666666666666668,49.333333333333336,-31.666666666666668
2021-03-01,24.333333333333332,35.333333333333336,-11
2021-04-01,29,28,1
2021-05-01,32.666666666666664,26,6.666666666666667
2021-06-01,31.333333333333332,26.666666666666668,4.666666666666667
2021-07-01,28.666666666666668,26.666666666666668,2
2021-08-01,24,29,-5
2021-09-01,20.333333333333332,29.666666666666668,-9.333333333333334
2021-10-01,17.666666666666668,31.333333333333332,-13.666666666666666
2021-11-01,16.333333333333332,30.666666666666668,-14.333333333333334
2021-12-01,15,31.333333333333332,-16.333333333333332
2022-01-01,14.333333333333334,30,-15.666666666666666
2022-02-01,14,26,-12
2022-03-01,14.333333333333334,23,-8.666666666666666
2022-04-01,14.333333333333334,20,-5.666666666666667
2022-05-01,14,19.333333333333332,-5.333333333333333
2022-06-01,11.666666666666666,21.333333333333332,-9.666666666666666
2022-07-01,11,22.666666666666668,-11.666666666666666
2022-08-01,11,23.666666666666668,-12.666666666666666
2022-09-01,11.333333333333334,21.333333333333332,-10
2022-10-01,10,20,-10
2022-11-01,8.666666666666666,19.333333333333332,-10.666666666666666
2022-12-01,9.333333333333334,21.666666666666668,-12.333333333333334
2023-01-01,11,24.666666666666668,-13.666666666666666
2023-02-01,12,25.666666666666668,-13.666666666666666
2023-03-01,10.333333333333334,26.333333333333332,-16
2023-04-01,9,27.666666666666668,-18.666666666666668
2023-05-01,NA,NA,NA
